,table_name_left,column_index_left,table_name_right,column_index_right,label
64,Place_boothmuseum.org_September2020_CPA.json.gz,5,SportsEvent_betonbit.com_September2020_CPA.json.gz,3,0
65,Place_boothmuseum.org_September2020_CPA.json.gz,2,SportsEvent_betonbit.com_September2020_CPA.json.gz,5,0
66,Restaurant_steak48.com_September2020_CPA.json.gz,4,MusicAlbum_masstamilan.io_September2020_CPA.json.gz,0,0
67,MusicAlbum_masstamilan.io_September2020_CPA.json.gz,3,Restaurant_steak48.com_September2020_CPA.json.gz,0,0
68,Restaurant_steak48.com_September2020_CPA.json.gz,3,MusicAlbum_masstamilan.io_September2020_CPA.json.gz,0,0
69,Restaurant_steak48.com_September2020_CPA.json.gz,0,MusicAlbum_masstamilan.io_September2020_CPA.json.gz,2,0
70,Restaurant_steak48.com_September2020_CPA.json.gz,1,MusicAlbum_masstamilan.io_September2020_CPA.json.gz,0,0
71,Restaurant_steak48.com_September2020_CPA.json.gz,5,MusicAlbum_masstamilan.io_September2020_CPA.json.gz,0,0
72,Movie_vodafterdark.com_September2020_CPA.json.gz,4,Event_tlabc.org_September2020_CPA.json.gz,1,0
73,Movie_vodafterdark.com_September2020_CPA.json.gz,0,Event_tlabc.org_September2020_CPA.json.gz,4,0
74,Event_tlabc.org_September2020_CPA.json.gz,1,Movie_vodafterdark.com_September2020_CPA.json.gz,1,0
75,Movie_vodafterdark.com_September2020_CPA.json.gz,0,Event_tlabc.org_September2020_CPA.json.gz,0,0
76,Movie_vodafterdark.com_September2020_CPA.json.gz,1,Event_tlabc.org_September2020_CPA.json.gz,0,0
77,Event_tlabc.org_September2020_CPA.json.gz,11,Movie_vodafterdark.com_September2020_CPA.json.gz,2,0
78,SportsEvent_collegesimleague.com_September2020_CPA.json.gz,1,JobPosting_constructioncareers.com_September2020_CPA.json.gz,4,0
79,SportsEvent_collegesimleague.com_September2020_CPA.json.gz,0,JobPosting_constructioncareers.com_September2020_CPA.json.gz,3,0
80,SportsEvent_collegesimleague.com_September2020_CPA.json.gz,2,JobPosting_constructioncareers.com_September2020_CPA.json.gz,4,0
81,SportsEvent_collegesimleague.com_September2020_CPA.json.gz,0,JobPosting_constructioncareers.com_September2020_CPA.json.gz,0,0
82,JobPosting_constructioncareers.com_September2020_CPA.json.gz,2,SportsEvent_collegesimleague.com_September2020_CPA.json.gz,0,0
83,SportsEvent_collegesimleague.com_September2020_CPA.json.gz,2,JobPosting_constructioncareers.com_September2020_CPA.json.gz,0,0
84,CreativeWork_qualityservicecompany.net_September2020_CPA.json.gz,1,Recipe_absoluteorganic.com.au_September2020_CPA.json.gz,7,0
85,CreativeWork_qualityservicecompany.net_September2020_CPA.json.gz,3,Recipe_absoluteorganic.com.au_September2020_CPA.json.gz,0,0
86,CreativeWork_qualityservicecompany.net_September2020_CPA.json.gz,1,Recipe_absoluteorganic.com.au_September2020_CPA.json.gz,2,0
87,Recipe_absoluteorganic.com.au_September2020_CPA.json.gz,0,CreativeWork_qualityservicecompany.net_September2020_CPA.json.gz,0,0
88,CreativeWork_qualityservicecompany.net_September2020_CPA.json.gz,1,Recipe_absoluteorganic.com.au_September2020_CPA.json.gz,3,0
89,Recipe_absoluteorganic.com.au_September2020_CPA.json.gz,6,CreativeWork_qualityservicecompany.net_September2020_CPA.json.gz,0,0
90,Place_sharemyspace.com_September2020_CPA.json.gz,9,Event_tlabc.org_September2020_CPA.json.gz,1,0
91,Event_tlabc.org_September2020_CPA.json.gz,4,Place_sharemyspace.com_September2020_CPA.json.gz,0,0
92,Place_sharemyspace.com_September2020_CPA.json.gz,3,Event_tlabc.org_September2020_CPA.json.gz,1,0
93,Event_tlabc.org_September2020_CPA.json.gz,2,Place_sharemyspace.com_September2020_CPA.json.gz,0,0
94,Event_tlabc.org_September2020_CPA.json.gz,1,Place_sharemyspace.com_September2020_CPA.json.gz,1,0
95,Place_sharemyspace.com_September2020_CPA.json.gz,10,Event_tlabc.org_September2020_CPA.json.gz,0,0
96,Hotel_lodging-world.com_September2020_CPA.json.gz,0,Person_4mula1stats.com_September2020_CPA.json.gz,4,0
97,Person_4mula1stats.com_September2020_CPA.json.gz,1,Hotel_lodging-world.com_September2020_CPA.json.gz,8,0
98,Hotel_lodging-world.com_September2020_CPA.json.gz,0,Person_4mula1stats.com_September2020_CPA.json.gz,3,0
99,Hotel_lodging-world.com_September2020_CPA.json.gz,4,Person_4mula1stats.com_September2020_CPA.json.gz,1,0
100,Hotel_lodging-world.com_September2020_CPA.json.gz,7,Person_4mula1stats.com_September2020_CPA.json.gz,0,0
101,Hotel_lodging-world.com_September2020_CPA.json.gz,1,Person_4mula1stats.com_September2020_CPA.json.gz,4,0
102,TVEpisode_tinklepad.cc_September2020_CPA.json.gz,3,Recipe_kathysvegankitchen.com_September2020_CPA.json.gz,0,0
103,TVEpisode_tinklepad.cc_September2020_CPA.json.gz,0,Recipe_kathysvegankitchen.com_September2020_CPA.json.gz,3,0
104,Recipe_kathysvegankitchen.com_September2020_CPA.json.gz,0,TVEpisode_tinklepad.cc_September2020_CPA.json.gz,4,0
105,TVEpisode_tinklepad.cc_September2020_CPA.json.gz,0,Recipe_kathysvegankitchen.com_September2020_CPA.json.gz,24,0
106,TVEpisode_tinklepad.cc_September2020_CPA.json.gz,3,Recipe_kathysvegankitchen.com_September2020_CPA.json.gz,15,0
107,Recipe_kathysvegankitchen.com_September2020_CPA.json.gz,7,TVEpisode_tinklepad.cc_September2020_CPA.json.gz,0,0
108,Person_atbox.io_September2020_CPA.json.gz,4,Event_chrisjerichocruise.com_September2020_CPA.json.gz,0,0
109,Event_chrisjerichocruise.com_September2020_CPA.json.gz,8,Person_atbox.io_September2020_CPA.json.gz,0,0
110,Person_atbox.io_September2020_CPA.json.gz,2,Event_chrisjerichocruise.com_September2020_CPA.json.gz,0,0
111,Person_atbox.io_September2020_CPA.json.gz,0,Event_chrisjerichocruise.com_September2020_CPA.json.gz,6,0
112,Person_atbox.io_September2020_CPA.json.gz,11,Event_chrisjerichocruise.com_September2020_CPA.json.gz,11,0
113,Person_atbox.io_September2020_CPA.json.gz,7,Event_chrisjerichocruise.com_September2020_CPA.json.gz,4,0
114,JobPosting_jobs.af_September2020_CPA.json.gz,4,TVEpisode_hotlink-bumfiles.com_September2020_CPA.json.gz,4,0
115,JobPosting_jobs.af_September2020_CPA.json.gz,3,TVEpisode_hotlink-bumfiles.com_September2020_CPA.json.gz,0,0
116,JobPosting_jobs.af_September2020_CPA.json.gz,4,TVEpisode_hotlink-bumfiles.com_September2020_CPA.json.gz,2,0
117,TVEpisode_hotlink-bumfiles.com_September2020_CPA.json.gz,0,JobPosting_jobs.af_September2020_CPA.json.gz,1,0
118,TVEpisode_hotlink-bumfiles.com_September2020_CPA.json.gz,1,JobPosting_jobs.af_September2020_CPA.json.gz,4,0
119,TVEpisode_hotlink-bumfiles.com_September2020_CPA.json.gz,0,JobPosting_jobs.af_September2020_CPA.json.gz,2,0
120,Product_avinstalls.co.uk_September2020_CPA.json.gz,3,Product_giant-redwood.com_September2020_CPA.json.gz,6,0
121,Product_avinstalls.co.uk_September2020_CPA.json.gz,8,Product_giant-redwood.com_September2020_CPA.json.gz,2,0
122,Product_giant-redwood.com_September2020_CPA.json.gz,5,Product_avinstalls.co.uk_September2020_CPA.json.gz,3,0
123,Product_avinstalls.co.uk_September2020_CPA.json.gz,0,Product_giant-redwood.com_September2020_CPA.json.gz,2,0
124,Product_giant-redwood.com_September2020_CPA.json.gz,5,Product_avinstalls.co.uk_September2020_CPA.json.gz,12,0
125,Product_avinstalls.co.uk_September2020_CPA.json.gz,8,Product_giant-redwood.com_September2020_CPA.json.gz,1,0
126,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,3,Product_michaelkors.eu_September2020_CPA.json.gz,7,0
127,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,6,Product_michaelkors.eu_September2020_CPA.json.gz,2,0
128,Product_michaelkors.eu_September2020_CPA.json.gz,9,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,3,0
129,Product_michaelkors.eu_September2020_CPA.json.gz,2,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,0,0
130,Product_michaelkors.eu_September2020_CPA.json.gz,4,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,3,0
131,Product_michaelkors.eu_September2020_CPA.json.gz,3,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,4,0
132,Product_bettershelters.com_September2020_CPA.json.gz,3,Product_michaelkors.eu_September2020_CPA.json.gz,8,0
133,Product_michaelkors.eu_September2020_CPA.json.gz,2,Product_bettershelters.com_September2020_CPA.json.gz,4,0
134,Product_bettershelters.com_September2020_CPA.json.gz,3,Product_michaelkors.eu_September2020_CPA.json.gz,0,0
135,Product_michaelkors.eu_September2020_CPA.json.gz,2,Product_bettershelters.com_September2020_CPA.json.gz,0,0
136,Product_michaelkors.eu_September2020_CPA.json.gz,3,Product_bettershelters.com_September2020_CPA.json.gz,1,0
137,Product_michaelkors.eu_September2020_CPA.json.gz,4,Product_bettershelters.com_September2020_CPA.json.gz,0,0
138,Product_giant-redwood.com_September2020_CPA.json.gz,5,Product_borosyndicate.com_September2020_CPA.json.gz,1,0
139,Product_giant-redwood.com_September2020_CPA.json.gz,2,Product_borosyndicate.com_September2020_CPA.json.gz,4,0
140,Product_giant-redwood.com_September2020_CPA.json.gz,10,Product_borosyndicate.com_September2020_CPA.json.gz,1,0
141,Product_borosyndicate.com_September2020_CPA.json.gz,0,Product_giant-redwood.com_September2020_CPA.json.gz,2,0
142,Product_giant-redwood.com_September2020_CPA.json.gz,9,Product_borosyndicate.com_September2020_CPA.json.gz,5,0
143,Product_borosyndicate.com_September2020_CPA.json.gz,10,Product_giant-redwood.com_September2020_CPA.json.gz,2,0
144,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,5,Product_borosyndicate.com_September2020_CPA.json.gz,1,0
145,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,3,Product_borosyndicate.com_September2020_CPA.json.gz,4,0
146,Product_borosyndicate.com_September2020_CPA.json.gz,1,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,6,0
147,Product_borosyndicate.com_September2020_CPA.json.gz,0,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,3,0
148,Product_borosyndicate.com_September2020_CPA.json.gz,3,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,0,0
149,Product_borosyndicate.com_September2020_CPA.json.gz,3,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,6,0
150,Product_dermalogica.com_September2020_CPA.json.gz,1,Product_pinkcherrywholesale.ca_September2020_CPA.json.gz,5,0
151,Product_pinkcherrywholesale.ca_September2020_CPA.json.gz,1,Product_dermalogica.com_September2020_CPA.json.gz,9,0
152,Product_dermalogica.com_September2020_CPA.json.gz,1,Product_pinkcherrywholesale.ca_September2020_CPA.json.gz,7,0
153,Product_dermalogica.com_September2020_CPA.json.gz,2,Product_pinkcherrywholesale.ca_September2020_CPA.json.gz,1,0
154,Product_pinkcherrywholesale.ca_September2020_CPA.json.gz,4,Product_dermalogica.com_September2020_CPA.json.gz,8,0
155,Product_pinkcherrywholesale.ca_September2020_CPA.json.gz,12,Product_dermalogica.com_September2020_CPA.json.gz,5,0
156,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,6,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,3,0
157,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,3,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,8,0
158,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,3,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,0,0
159,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,0,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,3,0
160,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,9,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,0,0
161,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,3,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,2,0
162,Product_dermalogica.com_September2020_CPA.json.gz,8,Product_borosyndicate.com_September2020_CPA.json.gz,1,0
163,Product_dermalogica.com_September2020_CPA.json.gz,1,Product_borosyndicate.com_September2020_CPA.json.gz,3,0
164,Product_dermalogica.com_September2020_CPA.json.gz,9,Product_borosyndicate.com_September2020_CPA.json.gz,1,0
165,Product_dermalogica.com_September2020_CPA.json.gz,1,Product_borosyndicate.com_September2020_CPA.json.gz,6,0
166,Product_dermalogica.com_September2020_CPA.json.gz,3,Product_borosyndicate.com_September2020_CPA.json.gz,10,0
167,Product_borosyndicate.com_September2020_CPA.json.gz,11,Product_dermalogica.com_September2020_CPA.json.gz,9,0
168,Product_autochristmascards.com_September2020_CPA.json.gz,3,Product_giant-redwood.com_September2020_CPA.json.gz,5,0
169,Product_giant-redwood.com_September2020_CPA.json.gz,2,Product_autochristmascards.com_September2020_CPA.json.gz,7,0
170,Product_autochristmascards.com_September2020_CPA.json.gz,3,Product_giant-redwood.com_September2020_CPA.json.gz,10,0
171,Product_autochristmascards.com_September2020_CPA.json.gz,0,Product_giant-redwood.com_September2020_CPA.json.gz,2,0
172,Product_autochristmascards.com_September2020_CPA.json.gz,2,Product_giant-redwood.com_September2020_CPA.json.gz,12,0
173,Product_autochristmascards.com_September2020_CPA.json.gz,4,Product_giant-redwood.com_September2020_CPA.json.gz,12,0
174,Product_michaelkors.eu_September2020_CPA.json.gz,2,Product_serverpartsdirect.com_September2020_CPA.json.gz,8,0
175,Product_michaelkors.eu_September2020_CPA.json.gz,8,Product_serverpartsdirect.com_September2020_CPA.json.gz,5,0
176,Product_michaelkors.eu_September2020_CPA.json.gz,2,Product_serverpartsdirect.com_September2020_CPA.json.gz,2,0
177,Product_serverpartsdirect.com_September2020_CPA.json.gz,5,Product_michaelkors.eu_September2020_CPA.json.gz,0,0
178,Product_serverpartsdirect.com_September2020_CPA.json.gz,8,Product_michaelkors.eu_September2020_CPA.json.gz,6,0
179,Product_serverpartsdirect.com_September2020_CPA.json.gz,9,Product_michaelkors.eu_September2020_CPA.json.gz,1,0
180,Product_michaelkors.co.uk_September2020_CPA.json.gz,8,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,3,0
181,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,6,Product_michaelkors.co.uk_September2020_CPA.json.gz,2,0
182,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,3,Product_michaelkors.co.uk_September2020_CPA.json.gz,6,0
183,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,0,Product_michaelkors.co.uk_September2020_CPA.json.gz,2,0
184,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,1,Product_michaelkors.co.uk_September2020_CPA.json.gz,6,0
185,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,7,Product_michaelkors.co.uk_September2020_CPA.json.gz,1,0
186,Product_borosyndicate.com_September2020_CPA.json.gz,1,Product_serverpartsdirect.com_September2020_CPA.json.gz,8,0
187,Product_borosyndicate.com_September2020_CPA.json.gz,4,Product_serverpartsdirect.com_September2020_CPA.json.gz,5,0
188,Product_borosyndicate.com_September2020_CPA.json.gz,1,Product_serverpartsdirect.com_September2020_CPA.json.gz,6,0
189,Product_borosyndicate.com_September2020_CPA.json.gz,3,Product_serverpartsdirect.com_September2020_CPA.json.gz,5,0
190,Product_borosyndicate.com_September2020_CPA.json.gz,6,Product_serverpartsdirect.com_September2020_CPA.json.gz,4,0
191,Product_borosyndicate.com_September2020_CPA.json.gz,3,Product_serverpartsdirect.com_September2020_CPA.json.gz,9,0
192,Product_autochristmascards.com_September2020_CPA.json.gz,7,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,3,0
193,Product_autochristmascards.com_September2020_CPA.json.gz,3,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,8,0
194,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,3,Product_autochristmascards.com_September2020_CPA.json.gz,5,0
195,Product_autochristmascards.com_September2020_CPA.json.gz,3,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,5,0
196,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,4,Product_autochristmascards.com_September2020_CPA.json.gz,6,0
197,Product_american-bulldog-dog-breed-store.com_September2020_CPA.json.gz,1,Product_autochristmascards.com_September2020_CPA.json.gz,7,0
198,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,8,Product_bettershelters.com_September2020_CPA.json.gz,3,0
199,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,4,Product_bettershelters.com_September2020_CPA.json.gz,4,0
200,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,0,Product_bettershelters.com_September2020_CPA.json.gz,3,0
201,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,4,Product_bettershelters.com_September2020_CPA.json.gz,0,0
202,Product_bettershelters.com_September2020_CPA.json.gz,2,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,6,0
203,Product_bettershelters.com_September2020_CPA.json.gz,1,Product_dog-breed-bullmastiff.com_September2020_CPA.json.gz,2,0
204,Product_lords-electrical.co.uk_September2020_CPA.json.gz,7,Product_avinstalls.co.uk_September2020_CPA.json.gz,3,0
205,Product_avinstalls.co.uk_September2020_CPA.json.gz,7,Product_lords-electrical.co.uk_September2020_CPA.json.gz,9,0
206,Product_lords-electrical.co.uk_September2020_CPA.json.gz,2,Product_avinstalls.co.uk_September2020_CPA.json.gz,3,0
207,Product_avinstalls.co.uk_September2020_CPA.json.gz,13,Product_lords-electrical.co.uk_September2020_CPA.json.gz,9,0
208,Product_lords-electrical.co.uk_September2020_CPA.json.gz,7,Product_avinstalls.co.uk_September2020_CPA.json.gz,1,0
209,Product_lords-electrical.co.uk_September2020_CPA.json.gz,7,Product_avinstalls.co.uk_September2020_CPA.json.gz,2,0
210,Product_michaelkors.co.uk_September2020_CPA.json.gz,8,Product_dermalogica.com_September2020_CPA.json.gz,1,0
211,Product_michaelkors.co.uk_September2020_CPA.json.gz,2,Product_dermalogica.com_September2020_CPA.json.gz,9,0
212,Product_michaelkors.co.uk_September2020_CPA.json.gz,6,Product_dermalogica.com_September2020_CPA.json.gz,1,0
213,Product_michaelkors.co.uk_September2020_CPA.json.gz,2,Product_dermalogica.com_September2020_CPA.json.gz,0,0
214,Product_dermalogica.com_September2020_CPA.json.gz,3,Product_michaelkors.co.uk_September2020_CPA.json.gz,4,0
215,Product_dermalogica.com_September2020_CPA.json.gz,0,Product_michaelkors.co.uk_September2020_CPA.json.gz,7,0
216,Product_pinkcherrywholesale.ca_September2020_CPA.json.gz,6,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,3,0
217,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,5,Product_pinkcherrywholesale.ca_September2020_CPA.json.gz,1,0
218,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,3,Product_pinkcherrywholesale.ca_September2020_CPA.json.gz,0,0
219,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,6,Product_pinkcherrywholesale.ca_September2020_CPA.json.gz,1,0
220,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,11,Product_pinkcherrywholesale.ca_September2020_CPA.json.gz,6,0
221,Product_greenlightmusickalamazoo.com_September2020_CPA.json.gz,1,Product_pinkcherrywholesale.ca_September2020_CPA.json.gz,7,0
222,Product_autochristmascards.com_September2020_CPA.json.gz,3,Product_borosyndicate.com_September2020_CPA.json.gz,3,0
